Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.00758553,17.81492424,21.42946434,25.10707283,28.91982269,32.71720505,39.96989822,43.26076889,46.57987976,52.36304855,52.61354065,56.30554199,60.18957901,60.05854034,61.48645782,66.90921783,71.33430481,74.23410797,80.28805542,81.31976318,..,..
Africa Eastern and Southern,AFE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.1795228372368,38.2403733317884,35.3893938242988,50.8460540792795,62.5592083924407,69.4852863304066,76.0411240434661,85.1519403196774,87.5461437976285,91.1372255372862,105.4266179681,113.689713895816,110.501013666199,108.335144725309,101.823439306303,93.7748478025413,88.7445659145673,92.9328629491339,92.9642508697595,89.9445460259529,81.4924179824656,92.2863864495709,..,..
Africa Western and Central,AFW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.9319910597885,20.594983254549,21.7711990471626,33.4668752552486,37.9164998694285,43.3928347433656,49.903259542111,53.8988787697373,62.0963513519559,56.6508803253798,60.1874674138688,67.1748464422327,69.6096181921817,77.1422499994464,80.0270550179751,71.6926286025817,62.5061628544771,60.6495252439817,59.4437737904965,61.8668835109289,64.6460439896129,72.9596388302349,..,..
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.1501236,73.78884125,78.99478149,106.29218292,138.11340332,152.12762451,166.81382751,212.61096191,240.41625977,239.44386292,255.31819153,274.77688599,262.2885437,278.04251099,295.12359619,255.35635376,277.04321289,297.4619751,351.3012085,367.75839233,396.88024902,464.74285889,..,..
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.11769485,67.33850098,66.94760132,76.23547363,93.02433014,101.30373383,117.43313599,151.77920532,207.84881592,208.93501282,230.06391907,288.31332397,336.67266846,333.16027832,361.15942383,292.275177,261.40023804,265.83843994,266.46469116,235.99041748,206.03512573,204.56661987,..,..
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1287.00280762,1336.21142578,1486.171875,1772.71337891,1990.0748291,2214.64697266,2139.27539063,2489.43115234,3046.36206055,3025.30883789,3698.80834961,3913.98706055,3013.51464844,3041.84155273,3089.84301758,2688.20629883,2755.44848633,2873.29614258,3164.38842773,3026.59741211,3269.29736328,3505.99145508,..,..
Angola,AGO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.00008678,28.92523384,29.05480003,34.8696785,49.77629852,54.21235657,69.76922607,92.84111786,135.63153076,120.0315094,96.66415405,121.91368866,121.79575348,142.88616943,130.74234009,107.64356232,94.1061554,112.85147095,83.89920044,64.65779114,55.05102158,64.16342163,..,..
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,519.13116455,571.1116333,557.902771,612.15380859,596.07177734,639.24017334,662.71893311,711.56207275,691.20733643,606.90460205,720.92443848,713.99853516,749.94378662,735.49279785,822.39221191,784.64538574,812.51092529,785.4710083,849.83349609,801.54382324,875.70098877,923.4072876,..,..
Arab World,ARB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.485164198577,114.499090398788,113.652583099572,109.944319312587,120.567474518509,134.290721725484,154.016879905897,180.181544955862,211.521649095595,227.197512819912,236.991096387782,269.758125992248,293.36181496949,328.038471486147,355.165785807863,337.753756107532,360.470501390027,352.245384276453,367.976209156136,374.958958201344,380.651568760676,401.863401164089,..,..
