Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,..,0,..,2.16216206550598,9.72972965240479,16.9154224395752,9.31372547149658,4.3902440071106,4.36893224716187,3.39805817604065,2.87081336975098,3.82775115966797,4.7393364906311,5.68720388412476,6.16113758087158,7.21153831481934,6.66666650772095,7.61904764175415,7.14285707473755,7.14285707473755,6.66666650772095,5.2380952835083,5.2380952835083,1.88679242134094,..
Africa Eastern and Southern,AFE,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.6830596923828,..,24.5901641845703,..,19.6721305847168,..,30.2702693939209,35.1351356506348,44.2786064147949,29.9019603729248,34.1463432312012,41.262134552002,42.7184448242188,48.8038291931152,44.0191383361816,48.3412322998047,44.5497627258301,44.0758285522461,53.3653831481934,54.2857131958008,55.238094329834,57.6190490722656,55.238094329834,49.0476188659668,48.0952377319336,50.9523811340332,56.6037750244141,..
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1147537231445,..,19.6721305847168,..,15.8469944000244,..,31.8918914794922,29.7297306060791,36.3184089660645,40.1960792541504,40,35.9223289489746,33.4951438903809,37.7990417480469,41.1483268737793,37.9146919250488,40.7582931518555,40.2843589782715,41.8269233703613,36.6666679382324,35.238094329834,31.4285717010498,35.7142868041992,32.8571434020996,31.9047622680664,28.5714282989502,32.5471687316895,..
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.2388076782227,61.2745094299316,61.9512176513672,69.4174728393555,68.4466018676758,68.4210510253906,68.4210510253906,67.7725143432617,67.7725143432617,68.2464447021484,70.1923065185547,68.5714263916016,69.523811340332,70.476188659668,69.523811340332,70,72.8571395874023,72.3809509277344,74.5283050537109,..
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.5245895385742,..,87.978141784668,..,87.978141784668,..,88.1081085205078,88.1081085205078,90.0497512817383,88.2352905273438,89.7560958862305,90.291259765625,90.7766952514648,91.8660278320313,89.9521560668945,90.5213241577148,91.4691925048828,92.4170608520508,95.1923065185547,95.7142868041992,96.6666641235352,98.0952377319336,98.5714263916016,98.0952377319336,95.7142868041992,97.1428604125977,92.4528274536133,..
Angola,AGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3114757537842,..,15.8469944000244,..,12.021858215332,..,9.72972965240479,12.4324321746826,4.97512435913086,12.7450981140137,5.36585378646851,10.1941747665405,14.5631065368652,19.1387557983398,11.0047845840454,9.00473976135254,17.5355453491211,9.95260620117188,14.9038457870483,18.0952377319336,15.2380952835083,17.1428565979004,14.7619047164917,11.9047622680664,9.5238094329834,12.380952835083,13.2075471878052,..
Antigua and Barbuda,ATG,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.8633880615234,..,75.4098358154297,..,73.7704925537109,..,71.8918914794922,70.8108139038086,70.1492538452148,66.6666641235352,67.3170700073242,66.9902877807617,68.4466018676758,68.4210510253906,68.4210510253906,67.7725143432617,67.7725143432617,68.2464447021484,50.961540222168,61.9047622680664,63.3333320617676,51.9047622680664,50.476188659668,49.523811340332,44.2857131958008,44.2857131958008,46.2264137268066,..
Arab World,ARB,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.1092910766602,..,63.9344253540039,..,54.6448097229004,..,48.1081085205078,55.1351356506348,57.2139320373535,52.9411773681641,53.6585350036621,53.8834953308105,52.4271850585938,47.3684196472168,51.6746406555176,53.554500579834,46.445499420166,45.497631072998,49.519229888916,50.9523811340332,63.8095245361328,58.5714302062988,52.8571434020996,48.0952377319336,43.3333320617676,37.1428565979004,41.9811325073242,..
Armenia,ARM,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.5300559997559,..,32.2404365539551,..,34.4262313842773,..,55.6756744384766,50.8108100891113,52.7363166809082,50.9803924560547,45.8536567687988,43.2038841247559,50,55.0239219665527,48.8038291931152,51.1848335266113,54.9763031005859,58.7677726745605,44.230770111084,41.9047622680664,40,42.3809509277344,47.1428565979004,42.3809509277344,39.523811340332,40,39.1509437561035,..
Aruba,ABW,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.059700012207,88.2352905273438,87.8048782348633,87.3786392211914,86.4077682495117,89.9521560668945,85.6459350585938,85.3080596923828,85.7819900512695,85.3080596923828,75.4807662963867,75.7142868041992,76.6666641235352,78.0952377319336,80,80,83.8095245361328,82.8571395874023,82.0754699707031,..
Australia,AUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.62841796875,..,89.6174850463867,..,92.349723815918,..,90.8108139038086,93.5135116577148,96.0198974609375,94.6078414916992,93.6585388183594,96.1165084838867,95.6310653686523,94.2583694458008,94.7368392944336,94.3127975463867,93.8388595581055,94.3127975463867,92.3076934814453,91.9047622680664,91.4285736083984,91.4285736083984,92.3809509277344,92.3809509277344,92.8571395874023,92.8571395874023,92.9245300292969,..
Austria,AUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.8961715698242,..,92.8961715698242,..,94.5355224609375,..,95.1351318359375,97.2972946166992,93.0348281860352,92.6470565795898,96.0975646972656,96.6019439697266,94.6601943969727,93.7799072265625,97.1291885375977,92.890998840332,92.890998840332,92.890998840332,91.3461532592773,89.0476226806641,90.9523773193359,90.9523773193359,90.9523773193359,91.4285736083984,93.8095245361328,93.8095245361328,91.5094375610352,..
Azerbaijan,AZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.5792350769043,..,18.032787322998,..,18.032787322998,..,16.2162170410156,18.9189186096191,17.9104480743408,26.9607849121094,30.2439022064209,22.3300971984863,23.3009700775146,30.1435413360596,24.4019145965576,24.6445503234863,24.6445503234863,38.8625602722168,42.788459777832,45.238094329834,46.6666679382324,46.6666679382324,47.6190490722656,46.1904754638672,47.6190490722656,58.5714302062988,50.9433975219727,..
