Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.256,43.244,43.207,43.162,43.125,43.071,43.031,43.007,43.003,43.007,43.041,43.098,43.164,43.235,43.311,43.259,43.216,43.178,43.153,43.133,43.178,43.244,43.308,43.374,42.924,42.472,42.021,40.493,38.965,36.711,36.263,32.333,31.268
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.0415298571244,65.974562777685,65.9343727918661,66.0293206044581,66.3024434603876,66.3837772545795,66.3815077551515,66.3037124798515,66.2204165762021,66.2298215329671,66.3169290822614,66.3864649042867,66.4630820118459,66.6434019433694,66.8252350667169,66.7529984829743,66.6225637614573,66.4630605874934,66.0274212661783,65.1159323828094,65.2950542296964,65.2414842292149,65.2924008594864,65.2063093581412,65.2226744895085,65.0638339181352,64.9699226624547,64.8454697206443,64.6493081143125,63.5607739506262,63.6125633843166,64.3029281963663,64.4369662191598
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.2365621487616,63.0907995618548,62.9120602598349,62.7780707829681,62.6676956141359,62.6610298677677,62.6102244851681,62.5203107429402,62.2824299143256,62.1525050801779,62.1526985380438,62.2421510016125,62.2258912603938,62.2118622711299,62.0957270716688,62.0997952818202,62.0164936473017,61.8090464648815,61.5713240026393,61.3630339288808,61.2180024214361,60.821590338886,60.5966226676516,60.1346001363957,59.7632633369518,59.755347766005,59.37246347981,59.259532794746,59.1583658097389,58.2610957780544,58.4902076218731,59.4330054442021,59.620615242976
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.568,45.315,47.798,50.086,53.186,53.039,51.873,49.373,48.201,48.925,48.76,48.943,48.608,48.118,47.416,46.701,45.606,46.243,47.473,47.422,51.86,49.365,44.101,43.778,45.96,48.473,50.152,52.006,53.392,50.001,51.336,53.304,53.507
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.944,33.389,32.836,32.382,30.587,32.199,33.295,32.461,31.52,30.789,31.677,32.087,32.827,35.219,36.01,37.051,36.179,36.975,37.221,37.556,37.686,37.393,38.958,36.58,37.033,37.6,36.805,36.706,36.642,33.893,34.39,36.593,37.139
American Samoa,ASM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.525,64.391,63.924,63.896,64.309,65.053,65.142,64.908,64.637,64.5,64.47,64.673,64.637,64.735,64.728,64.9,64.96,64.884,64.668,64.473,64.35,64.33,64.151,63.994,63.656,63.317,63.028,62.793,62.642,62.55,64.304,64.447,64.492
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.0198752694597,42.0938431819672,41.9607944989918,42.0514027548924,41.6198527486701,41.9116258106331,41.9615892350383,41.7548544016343,42.0238289033657,41.5592515596634,41.1651012152022,40.6222117812111,40.7959627293076,41.3926968895423,41.6192294826622,42.1368066858836,42.5715545400831,42.672591268702,42.9397165688394,43.3364975405205,42.7888561047466,42.3349251046202,42.4585878202463,42.1894847514731,41.7924176870869,41.8985570689791,41.0777496796078,40.9480097665743,41.0303902973895,39.5171983103941,40.0931517700928,41.1273661781771,41.1781637195377
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.747,56.867,55.269,54.689,49.947,51.379,53.437,55.058,53.735,52.96,50.99,48.436,51.697,53.566,54.43,55.571,55.941,55.692,55.523,55.549,56.295,56.002,55.703,55.119,54.739,54.249,53.899,54.105,54.357,49.6,55.085,56.351,56.613
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.064,63.616,60.859,59.578,59.147,57.216,56.033,56.717,55.398,55.273,55.084,54.845,54.596,54.391,54.246,54.187,54.27,54.037,54.557,54.575,54.481,54.347,54.262,54.165,54.069,53.979,53.807,53.592,55.218,54.556,56.445,56.548,56.16
Aruba,ABW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.094,56.124,55.664,56.831,58.167,58.124,57.846,58.171,58.451,59.178,59.037,59.336,59.829,60.043,61.164,61.677,62.344,62.713,61.804,62.002,62.116,61.762,61.283,60.785,61.07,61.175,61.536,62.161,62.547,60.829,62.478,63.699,63.97
Austria,AUT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.93,54.558,54.281,56.969,56.845,55.724,55.43,55.601,56.217,55.957,55.905,56.1,56.323,54.575,55.139,55.833,56.892,57.557,57.109,57.348,57.559,57.672,57.535,57.164,57.113,57.426,57.703,58.297,58.514,57.648,57.2,58.441,58.453
Azerbaijan,AZE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.417,72.44,72.368,72.805,73.276,72.628,71.569,70.317,69.208,67.8,66.495,65.23,64.104,62.552,61.719,60.538,57.958,57.314,57.52,57.438,57.839,58.396,58.813,59.626,60.287,61.401,61.924,62.457,65.093,62.649,64.122,66.052,66.258
"Bahamas, The",BHS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.597,62.188,64.203,63.82,66.22,65.911,67.436,68.861,69.419,69.662,69.977,68.371,66.898,67.292,67.298,69.289,68.959,68.516,63.731,63.523,63.37,63.718,61.907,63.58,64.789,64.215,66.344,66.178,66.128,59.661,62.192,64.611,65.182
Bahrain,BHR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.648,64.629,64.588,64.409,64.333,64.248,64.344,64.5,64.762,65.161,65.61,66.143,66.573,66.835,67.149,67.677,68.442,69.355,70.317,70.944,70.286,70.609,70.671,70.197,70.03,70.434,70.961,71.398,71.493,70.08,70.448,70.881,70.928
Bangladesh,BGD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.853,56.854,56.867,56.891,56.919,56.847,56.709,56.576,56.445,56.316,56.076,55.85,55.635,55.648,55.664,55.985,55.526,55.066,54.605,55.345,54.953,54.564,54.175,54,53.824,53.65,55.781,55.916,56.024,54.946,55.712,55.794,55.727
Barbados,BRB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.859,50.991,50.444,52.004,54.76,57.144,57.903,59.367,60.633,62.273,62.699,61.422,61.632,63.012,63.244,61.945,62.776,62.129,60.835,60.374,60.027,58.519,59.005,56.123,57.692,60.041,58.821,58.281,57.061,54.932,55.41,56.828,57.098
Belarus,BLR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.859,57.261,53.932,51.437,48.648,44.505,48.494,50.189,50.959,51.843,52.636,53.368,54.043,54.706,55.416,56.178,56.993,57.874,58.757,59.246,59.713,60.124,60.425,60.674,60.886,61.067,61.303,61.835,62.129,62.052,62.297,62.699,62.528
Belgium,BEL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.831,46.305,45.712,45.473,45.81,45.631,45.998,46.111,47.42,48.844,47.745,47.653,47.406,48.201,48.801,48.728,49.592,49.933,49.241,49.588,49.402,49.235,49.045,48.951,48.789,48.951,50.023,50.966,51.475,50.833,51.079,52.036,51.878
Belize,BLZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.232,50.566,50.652,49.846,49.903,49.952,51.431,50.3,51.686,53.106,54.36,53.996,54.017,54.087,54.113,55.252,56.006,56.426,56.547,56.709,56.918,57.167,57.4,58.258,59.029,59.753,59.804,58.747,57.748,54.854,55.539,57.715,58.375
Benin,BEN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.955,71.07,71.025,71.001,71.086,71.08,71.164,71.152,71.187,71.209,71.244,71.255,71.224,71.208,71.164,71.163,71.176,71.211,71.183,71.118,69.975,68.969,67.989,66.895,65.608,64.276,63.001,61.818,61.811,61.073,60.015,61.478,61.824
Bermuda,BMU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.641,69.44,69.243,69.046,68.842,68.779,68.736,68.71,68.709,68.555,68.39,68.459,68.55,68.128,67.763,67.683,67.226,67.078,66.94,65.887,65.233,63.08,63.426,60.963,61.593,61.231,60.867,60.503,64.555,64.418,65.774,65.75,65.324
Bolivia,BOL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.485,67.372,67.557,67.772,68.3,68.715,69.19,69.554,69.817,68.336,68.195,68.196,68.149,68.163,68.163,70.849,69.165,69.943,69.978,70.174,70.36,67.2,67.609,69.928,64.994,65.002,66.125,69.273,68.081,64.175,64.614,67.436,68.117
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.43,36.642,35.643,34.726,33.977,33.535,33.075,32.639,32.185,31.717,31.249,31.028,30.752,30.472,30.173,29.903,31.269,34.435,34.104,33.219,32.827,32.89,32.854,33.529,33.488,34.439,36.711,37.545,39.655,39.373,42.439,43.836,44.079
Botswana,BWA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.099,49.461,47.889,46.303,46.012,45.743,45.918,45.782,47.164,48.319,46.983,45.572,44.308,45.69,46.972,48.386,49.838,51.204,52.134,48.569,48.907,49.49,49.774,50.004,50.139,50.282,50.475,50.948,51.062,49.159,49.348,49.341,49.302
Brazil,BRA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.651,59.646,59.997,59.749,59.521,57.309,57.542,56.923,56.853,57.294,57.741,58.525,58.053,59.249,59.541,59.815,59.733,60.196,59.604,59.109,58.477,59.165,59.215,59.217,58.361,56.483,55.971,56.31,56.948,52.03,54.075,57.503,57.9
British Virgin Islands,VGB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.536,62.701,62.861,63.021,63.18,63.339,63.494,63.647,63.803,63.96,64.115,63.909,63.702,63.494,63.284,63.078,62.87,62.661,62.448,62.242,62.038,61.418,60.789,60.156,59.057,57.965,56.884,59.701,59.944,58.909,60.62,61.509,61.467
Bulgaria,BGR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.598,48.423,47.072,48.342,48.51,46.982,45.581,45.602,43.86,42.041,41.137,41.616,43.066,44.464,44.681,46.7,48.981,50.791,49.404,47.902,46.597,46.567,46.925,47.957,49.128,49.293,51.94,52.438,54.187,52.706,52.348,54.183,53.74
