Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Africa Western and Central,AFW,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Albania,ALB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999999999686,..,..,..,..,99.9999999999683,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,99.9999999999642,99.9999999999643,..,..,..,..,..,..
Algeria,DZA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
American Samoa,ASM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Andorra,AND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,99.9842109816904,..,..,..,..,99.957431968077,..,..,..,..,100,..,..,..,..,99.9566358235583,100,99.955997318409,97.6859593235148,16.5989802462163,90.8480627384849,17.4195577199093,17.8244594869492,..,..,..,..,..,..
Angola,AGO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Arab World,ARB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Argentina,ARG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.6066996888105,..,..,..,..,99.5809649285064,..,..,..,..,99.5499711446191,..,..,..,..,99.4115039164003,..,..,..,..,99.4476413232427,99.5304130879093,99.2176885641081,99.0264640003624,98.3140640099954,98.0219286945161,94.1394599235076,93.8528246666324,..,..,..,..,..,..
Armenia,ARM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Aruba,ABW,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.8834042627782,..,..,..,..,31.6101579909812,..,..,..,..,33.8320687954829,..,..,..,..,33.4924203994519,..,..,..,..,32.9709729750069,36.3234231456682,30.6545427136297,28.2740594586091,27.1055138379226,26.0466667521997,24.9042085244703,24.8935837696774,..,..,..,..,..,..
Austria,AUT,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.65557001905,..,..,..,..,99.2324566196394,..,..,..,..,98.6784258759277,..,..,..,..,99.1482984298898,..,..,..,..,98.4515418523421,99.2571707780935,97.4101430930591,95.7683551530782,93.7856719726694,91.4744653522326,85.0159346896433,85.0515376653505,..,..,..,..,..,..
Azerbaijan,AZE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
"Bahamas, The",BHS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,99.999999999342,99.9999999987,99.9999999987145,99.9999999917302,99.9999999918088,..,..,..,..,..,..
Bahrain,BHR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Bangladesh,BGD,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Barbados,BRB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Belarus,BLR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,99.9313519680704,..,..,..,..,..,..
Belgium,BEL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8690949002724,..,..,..,..,99.6368919876792,..,..,..,..,99.2754155655164,..,..,..,..,98.9978822682005,..,..,..,..,99.4955888679424,99.3547420632009,98.42810981097,96.8022928575475,94.4891524267585,95.1043453766346,91.7891148256158,91.9485403518636,..,..,..,..,..,..
Belize,BLZ,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Benin,BEN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Bermuda,BMU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Bhutan,BTN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Bolivia,BOL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,99.9997322955159,99.9974859925192,99.9991320215104,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,99.9554469178915,99.9552350286901,..,..,..,..,..,..
Botswana,BWA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Brazil,BRA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.9953305952514,..,..,..,..,89.4913766815271,..,..,..,..,90.7914047732454,..,..,..,..,89.7840830783103,..,..,..,..,90.9381232942568,91.9283745885836,86.829230250407,85.3347137545434,77.1164730889402,74.9277515309761,67.9525591753989,68.1350300575805,..,..,..,..,..,..
British Virgin Islands,VGB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,1.76213857046846,..,..,..,..,1.76724442391376,1.76792014230185,1.76851769860472,0,0,0,0,0,..,..,..,..,..,..
