Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2002,278.6
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2014,207.4
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2016,199.4
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2017,195.5
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2018,197.8
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2003,274.8
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2004,265.3
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2005,266.2
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2006,261.4
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2007,254.7
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2008,246.6
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2009,236.3
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2010,229.6
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2012,227.5
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2013,213.5
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2019,189
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2020,211.7
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2021,306.1
Slovak Republic,SVK,Preventable mortality,Deaths per 100 000 inhabitants,2000,297.4
Argentina,ARG,Treatable mortality,Deaths,2021,55882.5
Argentina,ARG,Treatable mortality,Deaths,2000,45802
Argentina,ARG,Treatable mortality,Deaths,2011,44390
Argentina,ARG,Treatable mortality,Deaths,2012,45022.5
South Africa,ZAF,Preventable mortality,Deaths,2006,185873.5
South Africa,ZAF,Preventable mortality,Deaths,2007,184084
Argentina,ARG,Treatable mortality,Deaths,2001,45797
Argentina,ARG,Treatable mortality,Deaths,2002,46424
Argentina,ARG,Treatable mortality,Deaths,2003,47526
Argentina,ARG,Treatable mortality,Deaths,2004,45453.5
Argentina,ARG,Treatable mortality,Deaths,2005,44349
Argentina,ARG,Treatable mortality,Deaths,2006,44069.5
Argentina,ARG,Treatable mortality,Deaths,2007,45408.5
Argentina,ARG,Treatable mortality,Deaths,2008,43828
Argentina,ARG,Treatable mortality,Deaths,2009,44899
Argentina,ARG,Treatable mortality,Deaths,2010,44798.5
Argentina,ARG,Treatable mortality,Deaths,2015,48769
Argentina,ARG,Treatable mortality,Deaths,2016,52181
Argentina,ARG,Treatable mortality,Deaths,2017,50192.5
Argentina,ARG,Treatable mortality,Deaths,2018,49996.5
Argentina,ARG,Treatable mortality,Deaths,2019,50078
Argentina,ARG,Treatable mortality,Deaths,2020,48045.5
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2007,67.6
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2008,66.3
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2019,52.4
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2020,54.9
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2004,73.6
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2003,78.7
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2009,64.8
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2010,62.6
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2011,62.8
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2012,62.4
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2013,59.2
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2014,57.3
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2015,59.1
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2016,55.3
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2017,55.2
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2018,54.4
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2005,72.4
Italy,ITA,Treatable mortality,Deaths per 100 000 inhabitants,2006,69.2
Czechia,CZE,Treatable mortality,Deaths,2020,12883
Czechia,CZE,Treatable mortality,Deaths,2021,13118
Czechia,CZE,Treatable mortality,Deaths,2000,17608
Czechia,CZE,Treatable mortality,Deaths,2001,16849.5
Czechia,CZE,Treatable mortality,Deaths,2002,16636.5
Czechia,CZE,Treatable mortality,Deaths,2003,16445.5
Czechia,CZE,Treatable mortality,Deaths,2004,15726
Czechia,CZE,Treatable mortality,Deaths,2005,15012
Czechia,CZE,Treatable mortality,Deaths,2006,14592.5
Czechia,CZE,Treatable mortality,Deaths,2007,14201.5
Czechia,CZE,Treatable mortality,Deaths,2008,13993
Czechia,CZE,Treatable mortality,Deaths,2009,14119
Czechia,CZE,Treatable mortality,Deaths,2010,14060
Czechia,CZE,Treatable mortality,Deaths,2011,13339
Czechia,CZE,Treatable mortality,Deaths,2012,13453.5
Czechia,CZE,Treatable mortality,Deaths,2013,13553.5
Czechia,CZE,Treatable mortality,Deaths,2014,12821.5
Czechia,CZE,Treatable mortality,Deaths,2015,13389
Czechia,CZE,Treatable mortality,Deaths,2016,12881.5
Czechia,CZE,Treatable mortality,Deaths,2017,13043.5
Czechia,CZE,Treatable mortality,Deaths,2018,12899
Czechia,CZE,Treatable mortality,Deaths,2019,12561
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2019,123.4
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2020,150.6
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2001,173
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2002,168.9
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2003,165.2
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2004,157.5
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2005,154.2
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2006,150.8
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2007,147.8
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2008,147
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2009,140.2
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2010,137.1
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2011,133.9
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2012,129.1
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2013,129.3
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2014,127.7
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2015,128
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2016,127.9
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2017,124.6
United Kingdom,GBR,Preventable mortality,Deaths per 100 000 inhabitants,2018,129.1
Switzerland,CHE,Treatable mortality,Deaths,2010,4218
Switzerland,CHE,Treatable mortality,Deaths,2011,4053.5
Switzerland,CHE,Treatable mortality,Deaths,2018,3787
Switzerland,CHE,Treatable mortality,Deaths,2019,3737.5
Switzerland,CHE,Treatable mortality,Deaths,2020,3689
Switzerland,CHE,Treatable mortality,Deaths,2021,3532.5
Switzerland,CHE,Treatable mortality,Deaths,2012,3964
Switzerland,CHE,Treatable mortality,Deaths,2013,3918
Switzerland,CHE,Treatable mortality,Deaths,2000,5104.5
Switzerland,CHE,Treatable mortality,Deaths,2001,4703
Switzerland,CHE,Treatable mortality,Deaths,2002,4683.5
Switzerland,CHE,Treatable mortality,Deaths,2003,4595.5
Switzerland,CHE,Treatable mortality,Deaths,2014,3916
Switzerland,CHE,Treatable mortality,Deaths,2015,3958
Switzerland,CHE,Treatable mortality,Deaths,2016,3807
Switzerland,CHE,Treatable mortality,Deaths,2017,3824.5
Switzerland,CHE,Treatable mortality,Deaths,2004,4371
Switzerland,CHE,Treatable mortality,Deaths,2005,4384
Switzerland,CHE,Treatable mortality,Deaths,2006,4281
Switzerland,CHE,Treatable mortality,Deaths,2007,4220
Switzerland,CHE,Treatable mortality,Deaths,2008,4200.5
Thailand,THA,Avoidable mortality,Deaths,2004,170396
Thailand,THA,Avoidable mortality,Deaths,2005,160150
Peru,PER,Treatable mortality,Deaths,2001,17941.5
Peru,PER,Treatable mortality,Deaths,2012,20279
Peru,PER,Treatable mortality,Deaths,2013,20781.5
Peru,PER,Treatable mortality,Deaths,2014,19941
Peru,PER,Treatable mortality,Deaths,2015,16071.5
Peru,PER,Treatable mortality,Deaths,2002,17684.5
Peru,PER,Treatable mortality,Deaths,2003,19535
Peru,PER,Treatable mortality,Deaths,2004,19896
Peru,PER,Treatable mortality,Deaths,2005,20887.5
Peru,PER,Treatable mortality,Deaths,2006,19046.5
Peru,PER,Treatable mortality,Deaths,2007,19411.5
Peru,PER,Treatable mortality,Deaths,2008,19223
Peru,PER,Treatable mortality,Deaths,2009,22018.5
Peru,PER,Treatable mortality,Deaths,2010,21423.5
Peru,PER,Treatable mortality,Deaths,2011,19914.5
Peru,PER,Treatable mortality,Deaths,2016,17328.5
Peru,PER,Treatable mortality,Deaths,2017,21091
Peru,PER,Treatable mortality,Deaths,2018,22933
Peru,PER,Treatable mortality,Deaths,2019,23239
Peru,PER,Treatable mortality,Deaths,2020,23927
Canada,CAN,Avoidable mortality,Deaths,2021,82879
Canada,CAN,Avoidable mortality,Deaths,2022,79978
Canada,CAN,Avoidable mortality,Deaths,2000,66148
Canada,CAN,Avoidable mortality,Deaths,2001,65456
Canada,CAN,Avoidable mortality,Deaths,2002,65738
Canada,CAN,Avoidable mortality,Deaths,2003,65980
Canada,CAN,Avoidable mortality,Deaths,2004,65093
Canada,CAN,Avoidable mortality,Deaths,2005,65756
Canada,CAN,Avoidable mortality,Deaths,2006,64057
Canada,CAN,Avoidable mortality,Deaths,2007,66230
Canada,CAN,Avoidable mortality,Deaths,2008,66681
Canada,CAN,Avoidable mortality,Deaths,2009,66107
Canada,CAN,Avoidable mortality,Deaths,2010,66079
Canada,CAN,Avoidable mortality,Deaths,2011,65697
Canada,CAN,Avoidable mortality,Deaths,2012,67265
Canada,CAN,Avoidable mortality,Deaths,2013,68374
Canada,CAN,Avoidable mortality,Deaths,2014,70021
Canada,CAN,Avoidable mortality,Deaths,2015,70666
Canada,CAN,Avoidable mortality,Deaths,2016,70628
Canada,CAN,Avoidable mortality,Deaths,2017,72401
Canada,CAN,Avoidable mortality,Deaths,2018,74751
Canada,CAN,Avoidable mortality,Deaths,2019,73838
Canada,CAN,Avoidable mortality,Deaths,2020,79478
Colombia,COL,Avoidable mortality,Deaths,2021,173869
Colombia,COL,Avoidable mortality,Deaths,2000,110343
Colombia,COL,Avoidable mortality,Deaths,2011,89532
Colombia,COL,Avoidable mortality,Deaths,2012,91091
Colombia,COL,Avoidable mortality,Deaths,2013,90613
Colombia,COL,Avoidable mortality,Deaths,2014,90039
Colombia,COL,Avoidable mortality,Deaths,2001,110636
Colombia,COL,Avoidable mortality,Deaths,2002,110426
Colombia,COL,Avoidable mortality,Deaths,2003,103282
Colombia,COL,Avoidable mortality,Deaths,2004,101494
Colombia,COL,Avoidable mortality,Deaths,2005,97250
Colombia,COL,Avoidable mortality,Deaths,2006,97173
Colombia,COL,Avoidable mortality,Deaths,2007,95082
Colombia,COL,Avoidable mortality,Deaths,2008,95522
Colombia,COL,Avoidable mortality,Deaths,2009,95575
Colombia,COL,Avoidable mortality,Deaths,2010,93683
Colombia,COL,Avoidable mortality,Deaths,2015,92408
Colombia,COL,Avoidable mortality,Deaths,2016,94619
Colombia,COL,Avoidable mortality,Deaths,2017,94979
Colombia,COL,Avoidable mortality,Deaths,2018,99098
Colombia,COL,Avoidable mortality,Deaths,2019,99976
Colombia,COL,Avoidable mortality,Deaths,2020,131982
Argentina,ARG,Avoidable mortality,Deaths,2018,100852
Argentina,ARG,Avoidable mortality,Deaths,2019,99429
Argentina,ARG,Avoidable mortality,Deaths,2001,97485
Argentina,ARG,Avoidable mortality,Deaths,2002,97594
Argentina,ARG,Avoidable mortality,Deaths,2003,98405
Argentina,ARG,Avoidable mortality,Deaths,2004,93933
Argentina,ARG,Avoidable mortality,Deaths,2020,119234
Argentina,ARG,Avoidable mortality,Deaths,2021,154882
Argentina,ARG,Avoidable mortality,Deaths,2005,92507
Argentina,ARG,Avoidable mortality,Deaths,2008,92026
Argentina,ARG,Avoidable mortality,Deaths,2009,91843
Argentina,ARG,Avoidable mortality,Deaths,2010,92322
Argentina,ARG,Avoidable mortality,Deaths,2011,92918
Argentina,ARG,Avoidable mortality,Deaths,2012,94661
Argentina,ARG,Avoidable mortality,Deaths,2013,97478
Argentina,ARG,Avoidable mortality,Deaths,2000,97487
Argentina,ARG,Avoidable mortality,Deaths,2006,92420
Argentina,ARG,Avoidable mortality,Deaths,2007,94584
Argentina,ARG,Avoidable mortality,Deaths,2014,97388
Argentina,ARG,Avoidable mortality,Deaths,2015,101081
Argentina,ARG,Avoidable mortality,Deaths,2016,104584
Argentina,ARG,Avoidable mortality,Deaths,2017,101613
Croatia,HRV,Treatable mortality,Deaths,2021,5702.5
Croatia,HRV,Treatable mortality,Deaths,2000,8403
Croatia,HRV,Treatable mortality,Deaths,2011,5960.5
Croatia,HRV,Treatable mortality,Deaths,2012,5794.5
Croatia,HRV,Treatable mortality,Deaths,2013,5446
Croatia,HRV,Treatable mortality,Deaths,2014,5552
Croatia,HRV,Treatable mortality,Deaths,2001,7916.5
Croatia,HRV,Treatable mortality,Deaths,2002,7909.5
Croatia,HRV,Treatable mortality,Deaths,2003,7982.5
Croatia,HRV,Treatable mortality,Deaths,2004,7389.5
Argentina,ARG,Treatable mortality,Deaths,2013,46934
Argentina,ARG,Treatable mortality,Deaths,2014,46871.5
Croatia,HRV,Treatable mortality,Deaths,2007,6883.5
Croatia,HRV,Treatable mortality,Deaths,2008,6728.5
Croatia,HRV,Treatable mortality,Deaths,2009,6417
Croatia,HRV,Treatable mortality,Deaths,2010,6330.5
Croatia,HRV,Treatable mortality,Deaths,2015,5701
Croatia,HRV,Treatable mortality,Deaths,2016,5336.5
Croatia,HRV,Treatable mortality,Deaths,2017,5345.5
Croatia,HRV,Treatable mortality,Deaths,2018,5170.5
Croatia,HRV,Treatable mortality,Deaths,2019,5058
Croatia,HRV,Treatable mortality,Deaths,2020,5281.5
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2016,103.1
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2017,103.2
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2013,105.2
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2014,106.6
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2000,146.9
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2003,128.1
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2018,101
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2019,103.9
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2020,96.3
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2021,97.3
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2022,105.3
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2008,115.8
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2009,114
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2010,110
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2011,108.9
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2012,104.8
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2004,124.3
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2006,117.9
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2001,140.6
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2007,114.5
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2002,135.1
Australia,AUS,Preventable mortality,Deaths per 100 000 inhabitants,2015,107.7
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2005,241.3
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2006,210.4
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2017,181.5
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2018,201.2
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2019,205.9
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2020,503.6
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2007,213.4
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2008,203.8
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2009,220.1
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2010,213.1
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2011,199.7
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2012,200.7
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2013,201.6
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2014,189.5
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2015,170.3
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2016,162.6
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2000,230.1
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2001,219.8
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2002,211.7
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2003,228.1
Peru,PER,Avoidable mortality,Deaths per 100 000 inhabitants,2004,225.9
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2020,173.7
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2021,162.8
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2000,329.4
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2001,320.8
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2002,311
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2003,303
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2004,292.7
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2005,281.1
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2006,279
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2007,264.4
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2008,254.4
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2009,244.4
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2010,238.7
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2011,221.2
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2012,216.9
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2013,206.8
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2014,201.8
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2015,197.7
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2016,198.5
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2017,188.6
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2018,180.5
Denmark,DNK,Avoidable mortality,Deaths per 100 000 inhabitants,2019,179.9
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2021,118.8
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2000,168.6
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2011,122.2
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2012,119.7
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2013,116.3
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2014,106.8
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2001,160.1
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2002,151.8
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2003,150.2
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2004,146.6
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2005,142.9
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2006,143.4
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2007,140.3
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2008,137.1
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2009,133.2
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2010,125.9
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2015,107.4
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2016,106.2
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2017,107.9
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2018,106.3
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2019,109.5
Poland,POL,Treatable mortality,Deaths per 100 000 inhabitants,2020,117.4
Switzerland,CHE,Treatable mortality,Deaths,2009,4277.5
Peru,PER,Treatable mortality,Deaths,2000,17100
Croatia,HRV,Preventable mortality,Deaths,2006,11029.5
Croatia,HRV,Preventable mortality,Deaths,2007,11185.5
Croatia,HRV,Preventable mortality,Deaths,2001,12317.5
Croatia,HRV,Preventable mortality,Deaths,2002,11975.5
Croatia,HRV,Preventable mortality,Deaths,2015,9461
Croatia,HRV,Preventable mortality,Deaths,2016,9000.5
Croatia,HRV,Preventable mortality,Deaths,2017,9040.5
Croatia,HRV,Preventable mortality,Deaths,2018,9380.5
Croatia,HRV,Preventable mortality,Deaths,2019,9232
Croatia,HRV,Preventable mortality,Deaths,2020,10713.5
Croatia,HRV,Preventable mortality,Deaths,2021,12792.5
Croatia,HRV,Preventable mortality,Deaths,2003,12265.5
Croatia,HRV,Preventable mortality,Deaths,2004,11665.5
Croatia,HRV,Preventable mortality,Deaths,2005,11594
Croatia,HRV,Preventable mortality,Deaths,2000,12678
Croatia,HRV,Preventable mortality,Deaths,2009,10851
Croatia,HRV,Preventable mortality,Deaths,2010,10605.5
Croatia,HRV,Preventable mortality,Deaths,2008,11132.5
Croatia,HRV,Preventable mortality,Deaths,2011,10122.5
Croatia,HRV,Preventable mortality,Deaths,2012,9877.5
Latvia,LVA,Treatable mortality,Deaths,2021,3676.5
Latvia,LVA,Treatable mortality,Deaths,2000,5866
Latvia,LVA,Treatable mortality,Deaths,2011,4409.5
Latvia,LVA,Treatable mortality,Deaths,2012,4190
Latvia,LVA,Treatable mortality,Deaths,2013,4056
Latvia,LVA,Treatable mortality,Deaths,2014,3795.5
Latvia,LVA,Treatable mortality,Deaths,2001,5997.5
Latvia,LVA,Treatable mortality,Deaths,2002,5918.5
Latvia,LVA,Treatable mortality,Deaths,2003,5678
Latvia,LVA,Treatable mortality,Deaths,2004,5501
Latvia,LVA,Treatable mortality,Deaths,2005,5592.5
Latvia,LVA,Treatable mortality,Deaths,2006,5524
Latvia,LVA,Treatable mortality,Deaths,2007,5294
Latvia,LVA,Treatable mortality,Deaths,2008,4980.5
Latvia,LVA,Treatable mortality,Deaths,2009,4705.5
Latvia,LVA,Treatable mortality,Deaths,2010,4656.5
Latvia,LVA,Treatable mortality,Deaths,2015,3710
Latvia,LVA,Treatable mortality,Deaths,2016,3593
Latvia,LVA,Treatable mortality,Deaths,2017,3491
Latvia,LVA,Treatable mortality,Deaths,2018,3442
Latvia,LVA,Treatable mortality,Deaths,2019,3329
Latvia,LVA,Treatable mortality,Deaths,2020,3308.5
Australia,AUS,Preventable mortality,Deaths,2022,27671.5
Australia,AUS,Preventable mortality,Deaths,2012,22264.5
Australia,AUS,Preventable mortality,Deaths,2009,22556.5
Australia,AUS,Preventable mortality,Deaths,2010,22338.5
Australia,AUS,Preventable mortality,Deaths,2011,22486.5
Australia,AUS,Preventable mortality,Deaths,2000,24198.5
Australia,AUS,Preventable mortality,Deaths,2013,22913.5
Australia,AUS,Preventable mortality,Deaths,2014,23798
Australia,AUS,Preventable mortality,Deaths,2015,24592
Australia,AUS,Preventable mortality,Deaths,2001,23407
Australia,AUS,Preventable mortality,Deaths,2002,22894
Australia,AUS,Preventable mortality,Deaths,2003,22042
Australia,AUS,Preventable mortality,Deaths,2004,21688
Australia,AUS,Preventable mortality,Deaths,2006,21039
Australia,AUS,Preventable mortality,Deaths,2007,21454.5
Australia,AUS,Preventable mortality,Deaths,2008,22242.5
Australia,AUS,Preventable mortality,Deaths,2016,24107.5
Australia,AUS,Preventable mortality,Deaths,2017,24760.5
Australia,AUS,Preventable mortality,Deaths,2018,24812
Australia,AUS,Preventable mortality,Deaths,2019,26088
Australia,AUS,Preventable mortality,Deaths,2020,24767.5
Australia,AUS,Preventable mortality,Deaths,2021,25354.5
Luxembourg,LUX,Avoidable mortality,Deaths,2021,918
Luxembourg,LUX,Avoidable mortality,Deaths,2022,894
Luxembourg,LUX,Avoidable mortality,Deaths,2000,1129
Luxembourg,LUX,Avoidable mortality,Deaths,2001,1060
Luxembourg,LUX,Avoidable mortality,Deaths,2002,1129
Luxembourg,LUX,Avoidable mortality,Deaths,2003,1124
Luxembourg,LUX,Avoidable mortality,Deaths,2004,911
Luxembourg,LUX,Avoidable mortality,Deaths,2005,946
Luxembourg,LUX,Avoidable mortality,Deaths,2006,1015
Luxembourg,LUX,Avoidable mortality,Deaths,2007,966
Luxembourg,LUX,Avoidable mortality,Deaths,2008,842
Luxembourg,LUX,Avoidable mortality,Deaths,2009,896
Luxembourg,LUX,Avoidable mortality,Deaths,2010,896
Luxembourg,LUX,Avoidable mortality,Deaths,2011,876
Luxembourg,LUX,Avoidable mortality,Deaths,2012,861
Luxembourg,LUX,Avoidable mortality,Deaths,2013,902
Luxembourg,LUX,Avoidable mortality,Deaths,2014,866
Luxembourg,LUX,Avoidable mortality,Deaths,2015,841
Luxembourg,LUX,Avoidable mortality,Deaths,2016,891
Luxembourg,LUX,Avoidable mortality,Deaths,2017,898
Luxembourg,LUX,Avoidable mortality,Deaths,2018,894
Luxembourg,LUX,Avoidable mortality,Deaths,2019,853
Luxembourg,LUX,Avoidable mortality,Deaths,2020,939
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2021,335
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2000,430.7
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2011,306.2
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2012,298.6
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2013,296.5
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2014,275.1
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2001,411.7
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2002,405
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2003,402
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2004,383.8
Croatia,HRV,Treatable mortality,Deaths,2005,7496
Croatia,HRV,Treatable mortality,Deaths,2006,7124.5
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2007,343.5
Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2008,332.7
