Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
Mexico,MEX,Preventable mortality,Deaths,2017,197200.5
Mexico,MEX,Preventable mortality,Deaths,2018,200705.0
Mexico,MEX,Preventable mortality,Deaths,2019,206137.5
Mexico,MEX,Preventable mortality,Deaths,2020,392481.5
Mexico,MEX,Preventable mortality,Deaths,2021,410813.0
Mexico,MEX,Treatable mortality,Deaths,2000,97227.0
Mexico,MEX,Treatable mortality,Deaths,2001,96619.5
Mexico,MEX,Treatable mortality,Deaths,2002,100191.5
Mexico,MEX,Treatable mortality,Deaths,2003,101069.0
Mexico,MEX,Treatable mortality,Deaths,2004,101728.5
Mexico,MEX,Treatable mortality,Deaths,2005,104955.0
Mexico,MEX,Treatable mortality,Deaths,2006,105500.5
Mexico,MEX,Treatable mortality,Deaths,2007,105863.5
Mexico,MEX,Treatable mortality,Deaths,2008,110586.0
Mexico,MEX,Treatable mortality,Deaths,2009,113989.0
Mexico,MEX,Treatable mortality,Deaths,2010,114572.5
Mexico,MEX,Treatable mortality,Deaths,2011,114495.0
Mexico,MEX,Treatable mortality,Deaths,2012,118315.0
Mexico,MEX,Treatable mortality,Deaths,2013,118734.5
Mexico,MEX,Treatable mortality,Deaths,2014,126049.5
Mexico,MEX,Treatable mortality,Deaths,2015,127275.5
Mexico,MEX,Treatable mortality,Deaths,2016,135368.5
Mexico,MEX,Treatable mortality,Deaths,2017,137833.5
Mexico,MEX,Treatable mortality,Deaths,2018,142436.0
Mexico,MEX,Treatable mortality,Deaths,2019,148488.5
Mexico,MEX,Treatable mortality,Deaths,2020,204016.5
Mexico,MEX,Treatable mortality,Deaths,2021,197774.0
Netherlands,NLD,Avoidable mortality,Deaths,2000,36156.0
Netherlands,NLD,Avoidable mortality,Deaths,2001,35720.0
Netherlands,NLD,Avoidable mortality,Deaths,2002,35639.0
Netherlands,NLD,Avoidable mortality,Deaths,2003,34838.0
Netherlands,NLD,Avoidable mortality,Deaths,2004,33643.0
Netherlands,NLD,Avoidable mortality,Deaths,2005,33227.0
Netherlands,NLD,Avoidable mortality,Deaths,2006,32053.0
Netherlands,NLD,Avoidable mortality,Deaths,2007,31536.0
Netherlands,NLD,Avoidable mortality,Deaths,2008,31286.0
Netherlands,NLD,Avoidable mortality,Deaths,2009,31213.0
Netherlands,NLD,Avoidable mortality,Deaths,2010,31104.0
Netherlands,NLD,Avoidable mortality,Deaths,2011,31045.0
Netherlands,NLD,Avoidable mortality,Deaths,2012,31293.0
Netherlands,NLD,Avoidable mortality,Deaths,2013,30665.0
Netherlands,NLD,Avoidable mortality,Deaths,2014,29841.0
Netherlands,NLD,Avoidable mortality,Deaths,2015,31102.0
Netherlands,NLD,Avoidable mortality,Deaths,2016,31390.0
Netherlands,NLD,Avoidable mortality,Deaths,2017,30640.0
Netherlands,NLD,Avoidable mortality,Deaths,2018,31209.0
Netherlands,NLD,Avoidable mortality,Deaths,2019,30296.0
Netherlands,NLD,Avoidable mortality,Deaths,2020,33463.0
Netherlands,NLD,Avoidable mortality,Deaths,2021,34615.0
Netherlands,NLD,Avoidable mortality,Deaths,2022,31994.0
Netherlands,NLD,Preventable mortality,Deaths,2000,22098.5
Netherlands,NLD,Preventable mortality,Deaths,2001,21960.5
Netherlands,NLD,Preventable mortality,Deaths,2002,21798.0
Netherlands,NLD,Preventable mortality,Deaths,2003,21388.5
Netherlands,NLD,Preventable mortality,Deaths,2004,20859.5
Netherlands,NLD,Preventable mortality,Deaths,2005,20696.0
Netherlands,NLD,Preventable mortality,Deaths,2006,19925.0
Netherlands,NLD,Preventable mortality,Deaths,2007,19789.0
Netherlands,NLD,Preventable mortality,Deaths,2008,19685.5
Netherlands,NLD,Preventable mortality,Deaths,2009,19762.5
Netherlands,NLD,Preventable mortality,Deaths,2010,19687.0
Netherlands,NLD,Preventable mortality,Deaths,2011,19922.5
Netherlands,NLD,Preventable mortality,Deaths,2012,20072.0
Netherlands,NLD,Preventable mortality,Deaths,2013,19964.5
Netherlands,NLD,Preventable mortality,Deaths,2014,19695.5
Netherlands,NLD,Preventable mortality,Deaths,2015,20442.0
Netherlands,NLD,Preventable mortality,Deaths,2016,20757.5
Netherlands,NLD,Preventable mortality,Deaths,2017,20372.0
Netherlands,NLD,Preventable mortality,Deaths,2018,20802.0
Netherlands,NLD,Preventable mortality,Deaths,2019,20272.5
Netherlands,NLD,Preventable mortality,Deaths,2020,23663.0
Netherlands,NLD,Preventable mortality,Deaths,2021,24638.0
Netherlands,NLD,Preventable mortality,Deaths,2022,22184.5
Netherlands,NLD,Treatable mortality,Deaths,2000,14057.5
Netherlands,NLD,Treatable mortality,Deaths,2001,13759.5
Netherlands,NLD,Treatable mortality,Deaths,2002,13841.0
Netherlands,NLD,Treatable mortality,Deaths,2003,13449.5
Netherlands,NLD,Treatable mortality,Deaths,2004,12783.5
Netherlands,NLD,Treatable mortality,Deaths,2005,12531.0
Netherlands,NLD,Treatable mortality,Deaths,2006,12128.0
Netherlands,NLD,Treatable mortality,Deaths,2007,11747.0
Netherlands,NLD,Treatable mortality,Deaths,2008,11600.5
Netherlands,NLD,Treatable mortality,Deaths,2009,11450.5
Netherlands,NLD,Treatable mortality,Deaths,2010,11417.0
Netherlands,NLD,Treatable mortality,Deaths,2011,11122.5
Netherlands,NLD,Treatable mortality,Deaths,2012,11221.0
Netherlands,NLD,Treatable mortality,Deaths,2013,10700.5
Netherlands,NLD,Treatable mortality,Deaths,2014,10145.5
Netherlands,NLD,Treatable mortality,Deaths,2015,10660.0
Netherlands,NLD,Treatable mortality,Deaths,2016,10632.5
Netherlands,NLD,Treatable mortality,Deaths,2017,10268.0
Netherlands,NLD,Treatable mortality,Deaths,2018,10407.0
Netherlands,NLD,Treatable mortality,Deaths,2019,10023.5
Netherlands,NLD,Treatable mortality,Deaths,2020,9800.0
Netherlands,NLD,Treatable mortality,Deaths,2021,9977.0
Netherlands,NLD,Treatable mortality,Deaths,2022,9809.5
New Zealand,NZL,Avoidable mortality,Deaths,2000,8799.0
New Zealand,NZL,Avoidable mortality,Deaths,2001,8892.0
New Zealand,NZL,Avoidable mortality,Deaths,2002,8713.0
New Zealand,NZL,Avoidable mortality,Deaths,2003,8580.0
New Zealand,NZL,Avoidable mortality,Deaths,2004,8591.0
New Zealand,NZL,Avoidable mortality,Deaths,2005,8139.0
New Zealand,NZL,Avoidable mortality,Deaths,2006,8240.0
New Zealand,NZL,Avoidable mortality,Deaths,2007,8365.0
New Zealand,NZL,Avoidable mortality,Deaths,2008,8350.0
New Zealand,NZL,Avoidable mortality,Deaths,2009,8433.0
New Zealand,NZL,Avoidable mortality,Deaths,2010,8099.0
New Zealand,NZL,Avoidable mortality,Deaths,2011,8409.0
New Zealand,NZL,Avoidable mortality,Deaths,2012,8179.0
New Zealand,NZL,Avoidable mortality,Deaths,2013,7898.0
New Zealand,NZL,Avoidable mortality,Deaths,2014,8218.0
New Zealand,NZL,Avoidable mortality,Deaths,2015,8298.0
New Zealand,NZL,Avoidable mortality,Deaths,2016,8187.0
New Zealand,NZL,Preventable mortality,Deaths,2000,5295.0
New Zealand,NZL,Preventable mortality,Deaths,2001,5419.0
New Zealand,NZL,Preventable mortality,Deaths,2002,5295.5
New Zealand,NZL,Preventable mortality,Deaths,2003,5304.0
New Zealand,NZL,Preventable mortality,Deaths,2004,5317.0
New Zealand,NZL,Preventable mortality,Deaths,2005,5006.0
New Zealand,NZL,Preventable mortality,Deaths,2006,5058.0
New Zealand,NZL,Preventable mortality,Deaths,2007,5079.5
New Zealand,NZL,Preventable mortality,Deaths,2008,5148.5
New Zealand,NZL,Preventable mortality,Deaths,2009,5213.5
New Zealand,NZL,Preventable mortality,Deaths,2010,5038.5
New Zealand,NZL,Preventable mortality,Deaths,2011,5328.0
New Zealand,NZL,Preventable mortality,Deaths,2012,5052.5
New Zealand,NZL,Preventable mortality,Deaths,2013,4893.0
New Zealand,NZL,Preventable mortality,Deaths,2014,5162.5
New Zealand,NZL,Preventable mortality,Deaths,2015,5253.5
New Zealand,NZL,Preventable mortality,Deaths,2016,5168.0
New Zealand,NZL,Treatable mortality,Deaths,2000,3504.0
New Zealand,NZL,Treatable mortality,Deaths,2001,3473.0
New Zealand,NZL,Treatable mortality,Deaths,2002,3417.5
New Zealand,NZL,Treatable mortality,Deaths,2003,3276.0
New Zealand,NZL,Treatable mortality,Deaths,2004,3274.0
New Zealand,NZL,Treatable mortality,Deaths,2005,3133.0
New Zealand,NZL,Treatable mortality,Deaths,2006,3182.0
New Zealand,NZL,Treatable mortality,Deaths,2007,3285.5
New Zealand,NZL,Treatable mortality,Deaths,2008,3201.5
New Zealand,NZL,Treatable mortality,Deaths,2009,3219.5
New Zealand,NZL,Treatable mortality,Deaths,2010,3060.5
New Zealand,NZL,Treatable mortality,Deaths,2011,3081.0
New Zealand,NZL,Treatable mortality,Deaths,2012,3126.5
New Zealand,NZL,Treatable mortality,Deaths,2013,3005.0
New Zealand,NZL,Treatable mortality,Deaths,2014,3055.5
New Zealand,NZL,Treatable mortality,Deaths,2015,3044.5
New Zealand,NZL,Treatable mortality,Deaths,2016,3019.0
Norway,NOR,Avoidable mortality,Deaths,2000,9941.0
Norway,NOR,Avoidable mortality,Deaths,2001,9593.0
Norway,NOR,Avoidable mortality,Deaths,2002,9545.0
Norway,NOR,Avoidable mortality,Deaths,2003,9026.0
Norway,NOR,Avoidable mortality,Deaths,2004,8887.0
Norway,NOR,Avoidable mortality,Deaths,2005,8596.0
Norway,NOR,Avoidable mortality,Deaths,2006,8506.0
Norway,NOR,Avoidable mortality,Deaths,2007,8423.0
Norway,NOR,Avoidable mortality,Deaths,2008,8511.0
Norway,NOR,Avoidable mortality,Deaths,2009,8560.0
Norway,NOR,Avoidable mortality,Deaths,2010,8502.0
Norway,NOR,Avoidable mortality,Deaths,2011,8478.0
Norway,NOR,Avoidable mortality,Deaths,2012,8381.0
Norway,NOR,Avoidable mortality,Deaths,2013,8397.0
Norway,NOR,Avoidable mortality,Deaths,2014,8163.0
Norway,NOR,Avoidable mortality,Deaths,2015,8246.0
Norway,NOR,Avoidable mortality,Deaths,2016,8380.0
Norway,NOR,Preventable mortality,Deaths,2000,6248.5
Norway,NOR,Preventable mortality,Deaths,2001,6001.5
Norway,NOR,Preventable mortality,Deaths,2002,5983.5
Norway,NOR,Preventable mortality,Deaths,2003,5747.0
Norway,NOR,Preventable mortality,Deaths,2004,5814.0
Norway,NOR,Preventable mortality,Deaths,2005,5488.5
Norway,NOR,Preventable mortality,Deaths,2006,5410.0
Norway,NOR,Preventable mortality,Deaths,2007,5401.5
Norway,NOR,Preventable mortality,Deaths,2008,5512.5
Norway,NOR,Preventable mortality,Deaths,2009,5586.5
Norway,NOR,Preventable mortality,Deaths,2010,5640.5
Norway,NOR,Preventable mortality,Deaths,2011,5596.5
Norway,NOR,Preventable mortality,Deaths,2012,5454.5
Norway,NOR,Preventable mortality,Deaths,2013,5601.5
Norway,NOR,Preventable mortality,Deaths,2014,5405.0
Norway,NOR,Preventable mortality,Deaths,2015,5515.5
Norway,NOR,Preventable mortality,Deaths,2016,5643.5
Norway,NOR,Treatable mortality,Deaths,2000,3692.5
Norway,NOR,Treatable mortality,Deaths,2001,3591.5
Norway,NOR,Treatable mortality,Deaths,2002,3561.5
Norway,NOR,Treatable mortality,Deaths,2003,3279.0
Norway,NOR,Treatable mortality,Deaths,2004,3073.0
Norway,NOR,Treatable mortality,Deaths,2005,3107.5
Norway,NOR,Treatable mortality,Deaths,2006,3096.0
Norway,NOR,Treatable mortality,Deaths,2007,3021.5
Norway,NOR,Treatable mortality,Deaths,2008,2998.5
Norway,NOR,Treatable mortality,Deaths,2009,2973.5
Norway,NOR,Treatable mortality,Deaths,2010,2861.5
Norway,NOR,Treatable mortality,Deaths,2011,2881.5
Norway,NOR,Treatable mortality,Deaths,2012,2926.5
Norway,NOR,Treatable mortality,Deaths,2013,2795.5
Norway,NOR,Treatable mortality,Deaths,2014,2758.0
Norway,NOR,Treatable mortality,Deaths,2015,2730.5
Norway,NOR,Treatable mortality,Deaths,2016,2736.5
Peru,PER,Avoidable mortality,Deaths,2000,37226.0
Peru,PER,Avoidable mortality,Deaths,2001,36288.0
Peru,PER,Avoidable mortality,Deaths,2002,35720.0
Peru,PER,Avoidable mortality,Deaths,2003,39346.0
Peru,PER,Avoidable mortality,Deaths,2004,39994.0
Peru,PER,Avoidable mortality,Deaths,2005,43877.0
Peru,PER,Avoidable mortality,Deaths,2006,39131.0
Peru,PER,Avoidable mortality,Deaths,2007,40308.0
Peru,PER,Avoidable mortality,Deaths,2008,39426.0
Peru,PER,Avoidable mortality,Deaths,2009,43342.0
Peru,PER,Avoidable mortality,Deaths,2010,42574.0
Peru,PER,Avoidable mortality,Deaths,2011,40611.0
Peru,PER,Avoidable mortality,Deaths,2012,41983.0
Peru,PER,Avoidable mortality,Deaths,2013,42971.0
Peru,PER,Avoidable mortality,Deaths,2014,41414.0
Peru,PER,Avoidable mortality,Deaths,2015,38054.0
Peru,PER,Avoidable mortality,Deaths,2016,36775.0
Peru,PER,Avoidable mortality,Deaths,2017,42052.0
Peru,PER,Avoidable mortality,Deaths,2018,48388.0
Peru,PER,Avoidable mortality,Deaths,2019,50286.0
Peru,PER,Avoidable mortality,Deaths,2020,115827.0
Peru,PER,Preventable mortality,Deaths,2000,20126.0
Peru,PER,Preventable mortality,Deaths,2001,18346.5
Peru,PER,Preventable mortality,Deaths,2002,18035.5
Peru,PER,Preventable mortality,Deaths,2003,19811.0
Peru,PER,Preventable mortality,Deaths,2004,20098.0
Peru,PER,Preventable mortality,Deaths,2005,22989.5
Peru,PER,Preventable mortality,Deaths,2006,20084.5
Peru,PER,Preventable mortality,Deaths,2007,20896.5
Peru,PER,Preventable mortality,Deaths,2008,20203.0
Peru,PER,Preventable mortality,Deaths,2009,21323.5
Peru,PER,Preventable mortality,Deaths,2010,21150.5
Peru,PER,Preventable mortality,Deaths,2011,20696.5
Peru,PER,Preventable mortality,Deaths,2012,21704.0
Peru,PER,Preventable mortality,Deaths,2013,22189.5
Peru,PER,Preventable mortality,Deaths,2014,21473.0
Peru,PER,Preventable mortality,Deaths,2015,21982.5
Peru,PER,Preventable mortality,Deaths,2016,19446.5
Peru,PER,Preventable mortality,Deaths,2017,20961.0
Peru,PER,Preventable mortality,Deaths,2018,25455.0
Peru,PER,Preventable mortality,Deaths,2019,27047.0
Peru,PER,Preventable mortality,Deaths,2020,91900.0
Peru,PER,Treatable mortality,Deaths,2000,17100.0
Peru,PER,Treatable mortality,Deaths,2001,17941.5
Peru,PER,Treatable mortality,Deaths,2002,17684.5
Peru,PER,Treatable mortality,Deaths,2003,19535.0
Peru,PER,Treatable mortality,Deaths,2004,19896.0
Peru,PER,Treatable mortality,Deaths,2005,20887.5
Peru,PER,Treatable mortality,Deaths,2006,19046.5
Peru,PER,Treatable mortality,Deaths,2007,19411.5
Peru,PER,Treatable mortality,Deaths,2008,19223.0
Peru,PER,Treatable mortality,Deaths,2009,22018.5
Peru,PER,Treatable mortality,Deaths,2010,21423.5
Peru,PER,Treatable mortality,Deaths,2011,19914.5
Peru,PER,Treatable mortality,Deaths,2012,20279.0
Peru,PER,Treatable mortality,Deaths,2013,20781.5
Peru,PER,Treatable mortality,Deaths,2014,19941.0
Peru,PER,Treatable mortality,Deaths,2015,16071.5
Peru,PER,Treatable mortality,Deaths,2016,17328.5
Peru,PER,Treatable mortality,Deaths,2017,21091.0
Peru,PER,Treatable mortality,Deaths,2018,22933.0
Peru,PER,Treatable mortality,Deaths,2019,23239.0
Peru,PER,Treatable mortality,Deaths,2020,23927.0
Poland,POL,Avoidable mortality,Deaths,2000,145992.0
Poland,POL,Avoidable mortality,Deaths,2001,140569.0
Poland,POL,Avoidable mortality,Deaths,2002,136981.0
Poland,POL,Avoidable mortality,Deaths,2003,136345.0
Poland,POL,Avoidable mortality,Deaths,2004,134831.0
Poland,POL,Avoidable mortality,Deaths,2005,132707.0
Poland,POL,Avoidable mortality,Deaths,2006,132981.0
Poland,POL,Avoidable mortality,Deaths,2007,133036.0
Poland,POL,Avoidable mortality,Deaths,2008,131736.0
Poland,POL,Avoidable mortality,Deaths,2009,128147.0
Poland,POL,Avoidable mortality,Deaths,2010,123440.0
Poland,POL,Avoidable mortality,Deaths,2011,121570.0
Poland,POL,Avoidable mortality,Deaths,2012,120952.0
Poland,POL,Avoidable mortality,Deaths,2013,118649.0
Poland,POL,Avoidable mortality,Deaths,2014,113085.0
Poland,POL,Avoidable mortality,Deaths,2015,114080.0
Poland,POL,Avoidable mortality,Deaths,2016,114671.0
Poland,POL,Avoidable mortality,Deaths,2017,118457.0
Poland,POL,Avoidable mortality,Deaths,2018,122685.0
Poland,POL,Avoidable mortality,Deaths,2019,124735.0
Poland,POL,Avoidable mortality,Deaths,2020,151269.0
Poland,POL,Avoidable mortality,Deaths,2021,176539.0
Poland,POL,Preventable mortality,Deaths,2000,89652.5
Poland,POL,Preventable mortality,Deaths,2001,86707.0
Poland,POL,Preventable mortality,Deaths,2002,85432.5
Poland,POL,Preventable mortality,Deaths,2003,85167.0
Poland,POL,Preventable mortality,Deaths,2004,84647.0
Poland,POL,Preventable mortality,Deaths,2005,83648.0
Poland,POL,Preventable mortality,Deaths,2006,83397.5
Poland,POL,Preventable mortality,Deaths,2007,84176.5
Poland,POL,Preventable mortality,Deaths,2008,83500.5
Poland,POL,Preventable mortality,Deaths,2009,80846.5
Poland,POL,Preventable mortality,Deaths,2010,78067.5
Poland,POL,Preventable mortality,Deaths,2011,77039.0
Poland,POL,Preventable mortality,Deaths,2012,76735.5
Poland,POL,Preventable mortality,Deaths,2013,75058.0
Poland,POL,Preventable mortality,Deaths,2014,72392.0
Poland,POL,Preventable mortality,Deaths,2015,72542.5
Poland,POL,Preventable mortality,Deaths,2016,72776.5
Poland,POL,Preventable mortality,Deaths,2017,74666.0
Poland,POL,Preventable mortality,Deaths,2018,77092.0
Poland,POL,Preventable mortality,Deaths,2019,77643.0
Poland,POL,Preventable mortality,Deaths,2020,99287.0
Poland,POL,Preventable mortality,Deaths,2021,123159.0
Poland,POL,Treatable mortality,Deaths,2000,56339.5
Poland,POL,Treatable mortality,Deaths,2001,53862.0
Poland,POL,Treatable mortality,Deaths,2002,51548.5
Poland,POL,Treatable mortality,Deaths,2003,51178.0
Poland,POL,Treatable mortality,Deaths,2004,50184.0
Poland,POL,Treatable mortality,Deaths,2005,49059.0
Poland,POL,Treatable mortality,Deaths,2006,49583.5
Poland,POL,Treatable mortality,Deaths,2007,48859.5
Poland,POL,Treatable mortality,Deaths,2008,48235.5
Poland,POL,Treatable mortality,Deaths,2009,47300.5
Poland,POL,Treatable mortality,Deaths,2010,45372.5
Poland,POL,Treatable mortality,Deaths,2011,44531.0
Poland,POL,Treatable mortality,Deaths,2012,44216.5
Poland,POL,Treatable mortality,Deaths,2013,43591.0
Poland,POL,Treatable mortality,Deaths,2014,40693.0
Poland,POL,Treatable mortality,Deaths,2015,41537.5
Poland,POL,Treatable mortality,Deaths,2016,41894.5
Poland,POL,Treatable mortality,Deaths,2017,43791.0
Poland,POL,Treatable mortality,Deaths,2018,45593.0
Poland,POL,Treatable mortality,Deaths,2019,47092.0
Poland,POL,Treatable mortality,Deaths,2020,51982.0
Poland,POL,Treatable mortality,Deaths,2021,53380.0
Portugal,PRT,Avoidable mortality,Deaths,2002,30554.0
Portugal,PRT,Avoidable mortality,Deaths,2003,29733.0
Portugal,PRT,Avoidable mortality,Deaths,2007,24729.0
Portugal,PRT,Avoidable mortality,Deaths,2008,24314.0
Portugal,PRT,Avoidable mortality,Deaths,2009,24303.0
Portugal,PRT,Avoidable mortality,Deaths,2010,23514.0
Portugal,PRT,Avoidable mortality,Deaths,2011,22875.0
Portugal,PRT,Avoidable mortality,Deaths,2012,22127.0
Portugal,PRT,Avoidable mortality,Deaths,2013,21756.0
Portugal,PRT,Avoidable mortality,Deaths,2014,22120.0
Portugal,PRT,Avoidable mortality,Deaths,2015,21963.0
Portugal,PRT,Avoidable mortality,Deaths,2016,22329.0
Portugal,PRT,Avoidable mortality,Deaths,2017,21979.0
Portugal,PRT,Avoidable mortality,Deaths,2018,22013.0
Portugal,PRT,Avoidable mortality,Deaths,2019,21615.0
Portugal,PRT,Preventable mortality,Deaths,2002,18719.0
Portugal,PRT,Preventable mortality,Deaths,2003,18219.0
Portugal,PRT,Preventable mortality,Deaths,2007,14984.0
Portugal,PRT,Preventable mortality,Deaths,2008,14585.0
Portugal,PRT,Preventable mortality,Deaths,2009,14699.5
Portugal,PRT,Preventable mortality,Deaths,2010,14302.5
Portugal,PRT,Preventable mortality,Deaths,2011,14021.0
Portugal,PRT,Preventable mortality,Deaths,2012,13476.5
Portugal,PRT,Preventable mortality,Deaths,2013,13362.0
Portugal,PRT,Preventable mortality,Deaths,2014,13726.0
Portugal,PRT,Preventable mortality,Deaths,2015,13635.5
Portugal,PRT,Preventable mortality,Deaths,2016,13688.0
Portugal,PRT,Preventable mortality,Deaths,2017,13639.0
Portugal,PRT,Preventable mortality,Deaths,2018,13804.5
Portugal,PRT,Preventable mortality,Deaths,2019,13669.0
Portugal,PRT,Treatable mortality,Deaths,2002,11835.0
Portugal,PRT,Treatable mortality,Deaths,2003,11514.0
Portugal,PRT,Treatable mortality,Deaths,2007,9745.0
Portugal,PRT,Treatable mortality,Deaths,2008,9729.0
Portugal,PRT,Treatable mortality,Deaths,2009,9603.5
Portugal,PRT,Treatable mortality,Deaths,2010,9211.5
Portugal,PRT,Treatable mortality,Deaths,2011,8854.0
Portugal,PRT,Treatable mortality,Deaths,2012,8650.5
Portugal,PRT,Treatable mortality,Deaths,2013,8394.0
Portugal,PRT,Treatable mortality,Deaths,2014,8394.0
Portugal,PRT,Treatable mortality,Deaths,2015,8327.5
Portugal,PRT,Treatable mortality,Deaths,2016,8641.0
Portugal,PRT,Treatable mortality,Deaths,2017,8340.0
Portugal,PRT,Treatable mortality,Deaths,2018,8208.5
Portugal,PRT,Treatable mortality,Deaths,2019,7946.0
Romania,ROU,Avoidable mortality,Deaths,2000,126748.0
Romania,ROU,Avoidable mortality,Deaths,2001,128179.0
Romania,ROU,Avoidable mortality,Deaths,2002,130177.0
Romania,ROU,Avoidable mortality,Deaths,2003,126283.0
Romania,ROU,Avoidable mortality,Deaths,2004,120286.0
Romania,ROU,Avoidable mortality,Deaths,2005,117798.0
Romania,ROU,Avoidable mortality,Deaths,2006,113414.0
Romania,ROU,Avoidable mortality,Deaths,2007,109435.0
Romania,ROU,Avoidable mortality,Deaths,2008,108614.0
Romania,ROU,Avoidable mortality,Deaths,2009,107603.0
Romania,ROU,Avoidable mortality,Deaths,2010,105391.0
Romania,ROU,Avoidable mortality,Deaths,2011,96555.0
Romania,ROU,Avoidable mortality,Deaths,2012,95364.0
Romania,ROU,Avoidable mortality,Deaths,2013,90919.0
Romania,ROU,Avoidable mortality,Deaths,2014,90506.0
Romania,ROU,Avoidable mortality,Deaths,2015,90072.0
Romania,ROU,Avoidable mortality,Deaths,2016,89820.0
Romania,ROU,Avoidable mortality,Deaths,2017,89925.0
Romania,ROU,Avoidable mortality,Deaths,2018,91905.0
Romania,ROU,Avoidable mortality,Deaths,2019,90736.0
Romania,ROU,Preventable mortality,Deaths,2000,75328.5
Romania,ROU,Preventable mortality,Deaths,2001,76731.0
Romania,ROU,Preventable mortality,Deaths,2002,78054.0
Romania,ROU,Preventable mortality,Deaths,2003,75465.0
Romania,ROU,Preventable mortality,Deaths,2004,72089.5
Romania,ROU,Preventable mortality,Deaths,2005,70372.5
Romania,ROU,Preventable mortality,Deaths,2006,67456.5
Romania,ROU,Preventable mortality,Deaths,2007,65249.5
Romania,ROU,Preventable mortality,Deaths,2008,65876.0
Romania,ROU,Preventable mortality,Deaths,2009,65114.0
Romania,ROU,Preventable mortality,Deaths,2010,64183.0
Romania,ROU,Preventable mortality,Deaths,2011,58307.5
Romania,ROU,Preventable mortality,Deaths,2012,57390.5
Romania,ROU,Preventable mortality,Deaths,2013,54692.0
Romania,ROU,Preventable mortality,Deaths,2014,54786.0
Romania,ROU,Preventable mortality,Deaths,2015,54035.5
Romania,ROU,Preventable mortality,Deaths,2016,53662.5
Romania,ROU,Preventable mortality,Deaths,2017,53615.5
Romania,ROU,Preventable mortality,Deaths,2018,54236.0
Romania,ROU,Preventable mortality,Deaths,2019,52926.5
Romania,ROU,Treatable mortality,Deaths,2000,51419.5
Romania,ROU,Treatable mortality,Deaths,2001,51448.0
Romania,ROU,Treatable mortality,Deaths,2002,52123.0
Romania,ROU,Treatable mortality,Deaths,2003,50818.0
Romania,ROU,Treatable mortality,Deaths,2004,48196.5
Romania,ROU,Treatable mortality,Deaths,2005,47425.5
Romania,ROU,Treatable mortality,Deaths,2006,45957.5
Romania,ROU,Treatable mortality,Deaths,2007,44185.5
Romania,ROU,Treatable mortality,Deaths,2008,42738.0
Romania,ROU,Treatable mortality,Deaths,2009,42489.0
Romania,ROU,Treatable mortality,Deaths,2010,41208.0
Romania,ROU,Treatable mortality,Deaths,2011,38247.5
Romania,ROU,Treatable mortality,Deaths,2012,37973.5
Romania,ROU,Treatable mortality,Deaths,2013,36227.0
Romania,ROU,Treatable mortality,Deaths,2014,35720.0
Romania,ROU,Treatable mortality,Deaths,2015,36036.5
Romania,ROU,Treatable mortality,Deaths,2016,36157.5
Romania,ROU,Treatable mortality,Deaths,2017,36309.5
Romania,ROU,Treatable mortality,Deaths,2018,37669.0
Romania,ROU,Treatable mortality,Deaths,2019,37809.5
Slovak Republic,SVK,Avoidable mortality,Deaths,2000,22997.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2001,22488.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2002,21925.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2003,21808.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2004,21231.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2005,21358.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2006,21172.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2007,20820.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2008,20348.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2009,19821.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2010,19708.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2012,19578.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2013,19295.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2014,18834.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2016,18951.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2017,19241.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2018,19384.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2019,19100.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2020,21259.0
Slovak Republic,SVK,Avoidable mortality,Deaths,2021,29451.0
Slovak Republic,SVK,Preventable mortality,Deaths,2000,13442.5
Slovak Republic,SVK,Preventable mortality,Deaths,2001,13098.0
Slovak Republic,SVK,Preventable mortality,Deaths,2002,12750.5
Slovak Republic,SVK,Preventable mortality,Deaths,2003,12676.5
Slovak Republic,SVK,Preventable mortality,Deaths,2004,12359.5
Slovak Republic,SVK,Preventable mortality,Deaths,2005,12507.0
Slovak Republic,SVK,Preventable mortality,Deaths,2006,12415.5
Slovak Republic,SVK,Preventable mortality,Deaths,2007,12270.0
Slovak Republic,SVK,Preventable mortality,Deaths,2008,12053.5
Slovak Republic,SVK,Preventable mortality,Deaths,2009,11717.5
Slovak Republic,SVK,Preventable mortality,Deaths,2010,11591.0
Slovak Republic,SVK,Preventable mortality,Deaths,2012,11954.5
Slovak Republic,SVK,Preventable mortality,Deaths,2013,11459.5
